fecha,tarea,proyecto,bloque,horainicio,horafin,comentario,notas
26/01/2026,Se pasa OCR a los diagramas de AAOR y BAC para agilizar trabajos ,ABAC,GENERAL,11:40,12:15,Se pasa OCR a los diagramas de AAOR y BAC para agilizar trabajos ,
26/01/2026,Varios,INT,GENERAL,12:15,12:30,Varios excel FrmMain.frm,
26/01/2026,Comprobación funcional de la ZF1 ZC6 del AAOR-BAC,ABAC,GENERAL,12:30,15:00,Comprobación funcional de la ZF1 ZF6 del AAOR-BAC,
26/01/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
26/01/2026,Comprobación funcional de la ZF1 ZC6 del AAOR-BAC,ABAC,GENERAL,15:30,16:02,Comprobación funcional de la ZF1 ZF6 del AAOR-BAC,
27/01/2026,Actualización de formulario para cálculo de secciones y diámetros,ABAC,GENERAL,6:56,07:17,Actualización de formulario para cálculo de secciones y diámetros,
27/01/2026,Comprobación funcional de la ZF1 ZC6 del AAOR-BAC,ABAC,GENERAL,7:17,7:30,Comprobación funcional de la ZF1 ZF6 del AAOR-BAC. En cubierta principal,
27/01/2026,Reunión Teams Paula  Sheila  Miguel y yo,ABAC,GENERAL,7:30,8:03,Comentarios acerca ZC5 ZF3 ZF4,
27/01/2026,Comprobación funcional de la ZF1 ZC6 del AAOR-BAC,ABAC,GENERAL,8:03,08:39,Comprobación funcional de la ZF1 ZF6 del AAOR-BAC. En cubierta principal,
27/01/2026,Revisión de la excel común  con todas las incidencias detectadas en Zona 5  para entender el alcance real de cada una de ellas y su localización en el modelo de Foran,PROG,GENERAL,8:39,12:02,Revisión de la excel común  con todas las incidencias detectadas en Zona 5  para entender el alcance real de cada una de ellas y su localización en el modelo de Foran,
27/01/2026,Revisión de la excel común  con todas las incidencias detectadas en Zona 5  para entender el alcance real de cada una de ellas y su localización en el modelo de Foran,PROG,GENERAL,12:02,13:22,Revisión de la excel común  con todas las incidencias detectadas en Zona 5  para entender el alcance real de cada una de ellas y su localización en el modelo de Foran,
27/01/2026,Llamada con Miguel  acerca de comentarios en la ZC5 ZF4 en la cocina conforme me he olvidado de añadir comentarios acerca del conducto estanco en proa de la cocina del AAOR. Como en el BAC el local de la cocina es más pequeño  se reubica FCO-ACO4007 con lo que el conducto ACO4624 no necesita ser estanco,ABAC,GENERAL,13:22,13:34,Llamada con Miguel  acerca de comentarios en la ZC5 ZF4 en la cocina conforme me he olvidado de añadir comentarios acerca del conducto estanco en proa de la cocina del AAOR. Como en el BAC el local de la cocina es más pequeño  se reubica FCO-ACO4007 con lo que el conducto ACO4624 no necesita ser estanco. Se aprovecha la llamada para preguntar le a Miguel que me explique como funciona la búsqueda de un componente (prismáticos) en Foran,
27/01/2026,Preparación del apartado correspondiente a la búsqueda de componente del que solo se conoce el nombre,PROG,GENERAL,13:34,14:56,"Preparación de ""Buscar componente existente del que conoce el nombre"".",
27/01/2026,Revisión de la excel común  con todas las incidencias detectadas en Zona 5  para entender el alcance real de cada una de ellas y su localización en el modelo de Foran,PROG,GENERAL,14:56,15:08,Revisión de la excel común  con todas las incidencias detectadas en Zona 5  para entender el alcance real de cada una de ellas y su localización en el modelo de Foran,
27/01/2026,COMIDA,COM,GENERAL,15:08,15:38,COMIDA,
27/01/2026,Manual Foran,MAN,GENERAL,15:38,16:03,Manual Foran en formato plantilla Ghenova,
28/01/2026,Varios Manual Foran,MAN,GENERAL,6:56,07:54,Manual Foran en formato plantilla Ghenova,
28/01/2026,Revisión de las incidencias generadas  que afecten a cambios de estanqueidad o diámetro. Se empieza de arriba abajo en cubiertas para cierre de incidencias en orden.,ABAC,B542 B552,7:54,08:34,Revisión de las incidencias generadas  que afecten a cambios de estanqueidad o diámetro. Se empieza de arriba abajo en cubiertas para cierre de incidencias en orden.,
28/01/2026,Reunión por Teams con Paula y Miguel,ABAC,B552 B554,8:34,8:56,Reparto de tareas en la actualización de conductos en B552 y B554,
28/01/2026,Revisión en ZC5 B552 B554 del conducto VEN3048,ABAC,B552 B554,8:56,09:12,Revisión en ZC5 B552 B554 del conducto VEN3048. Inicio en el modelado en Foran  con ayuda y directrices de Miguel,
28/01/2026,Manual Foran,MAN,GENERAL,9:12,9:17,Se actualiza Manual Foran a formato Ghenova,
28/01/2026,Masterclass de Miguel para manejo de Foran,PROG,GENERAL,9:17,11:43,Aprender a modelar conductos de HVAC  realización de tramos  creación de elementos  insercción de elementos en entremos  etc. Todo lo referente al manejo  copia  trazado de conductos HVAC,
28/01/2026,Manual Foran parte de conductos HVAC,MAN,GENERAL,11:43,13:45,Redacción de trazado y modificación en HVAC,
28/01/2026,Búsqueda de sistema para bloqueo de un conducto en Foran,INT,GENERAL,13:45,14:05,Búsqueda de sistema para bloqueo de un conducto en Foran,
28/01/2026,Manual Foran parte de conductos HVAC,MAN,GENERAL,14:05,15:02,Redacción de trazado y modificación en HVAC,
28/01/2026,COMIDA,COM,GENERAL,15:02,15:32,COMIDA,
28/01/2026,Manual Foran parte de conductos HVAC,MAN,GENERAL,15:32,16:03,Manual Foran parte de conductos HVAC,
29/01/2026,Manual de funcionamiento de ECOPLAN,MAN,GENERAL,06:54,07:19,Manual de funcionamiento de ECOPLAN,
29/01/2026,Manual Foran parte de conductos HVAC,MAN,GENERAL,7:19,08:01,Manual Foran parte de conductos HVAC,
29/01/2026,Mover punto auxiliar P001 a las coordenadas que me interesan,BAC2,B552 B554,8:01,08:23,Mover punto auxiliar P001 a las coordenadas que me interesan,
29/01/2026,Traslación del punto auxiliar,BAC2,B552 B554,8:23,08:39,Traslación del punto auxiliar,
29/01/2026,Estudio de estándares de conductos estancos aplicables a este buque para la modificación de conductos existentes.,BAC2,B552 B554,8:39,09:59,Estudio de estándares de conductos estancos aplicables a este buque para la modificación de conductos existentes.,
29/01/2026,Estudio de estándares de conductos estancos aplicables a este buque para la modificación de conductos existentes.,BAC2,B552 B554,9:59,11:25,Revisión de  estándar correspondiente a conducto estándar estanco al agua,
29/01/2026,Generación del primer conducto en Foran *MPJ,BAC2,B552 B554,11:25,12:21,Generación del primer conducto en Foran *MPJ,
29/01/2026,Reunión por Teams con Miguel  para aclaración de dudas,BAC2,B552 B554,12:21,13:01,Reunión por Teams con Miguel  para aclaración de dudas,
29/01/2026,Revisión de notas tras lo comentado por Miguel,BAC2,B552 B554,13:01,14:03,Revisión de notas tras lo comentado por Miguel. Se cumplimenta el documento de word correspondiente a dudas.,
29/01/2026,Generación del primer conducto en Foran *MPJ,BAC2,B552 B554,14:03,15:01,Generación del primer conducto en Foran *MPJ,
29/01/2026,COMIDA,COM,GENERAL,15:01,15:31,COMIDA,
29/01/2026,Trazado del conducto ####*MPJ,BAC2,B554,15:31,16:02,Trazado del conducto ####*MPJ  insercción de codos  y mas tramos rectos.,
30/01/2026,Trazado del conducto ####*MPJ,BAC2,B554,6:55,07:25,Trazado del conducto ####*MPJ  insercción de codos  y mas tramos rectos.,
30/01/2026,Trazado del conducto ####*MPJ similar a 3048 en B554,BAC2,B554,07:25,07:29,Trazado  de conducto ####*MPJ,
30/01/2026,Reunión con Paula  Sheila  Miguel  MPJ,BAC2,GENERAL,7:29,07:48,"Reunión donde se trata:
- Modificaciones y respeto del estándar.
- Control de equipos.
- Altas y bajas se marcan en excel-->Aviso a Josué de cambios en  máquinas  al dar altas o bajas.",
30/01/2026,Trazado del conducto ####*MPJ similar a 3048 en B554,BAC2,B554,7:48,09:21,Trazado  de conducto ####*MPJ,
30/01/2026,Trazado del conducto ####*MPJ similar a 3048 en B554,BAC2,B554,9:21,10:42,Trazado  de conducto ####*MPJ. Nuevo tramo donde se añade conducto oval estanco al agua,
30/01/2026,Trazado del conducto ####*MPJ similar a 3048 en B554,BAC2,B554,10:42,11:22,Trazado  de conducto ####*MPJ. Busqueda de conducto oval estanco al agua,
30/01/2026,"""Investigación"" de porque no aparecen conductos y accesorios ovales",BAC2,B554,11:22,12:03,Búsqueda de conductos y accesorios ovales. Los conductos ovales los representa rectangulares,
30/01/2026,Modificación de elementos tipo macro,PROG,B554,12:03,13:49,Modificación de elementos tipo macro,
02/02/2026,Ver emails de Paula del 30/01/2026,BAC2,GENERAL,7:00,07:06,Ver emails de Paula del 30/01/2026,
02/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B554,BAC2,B554,7:06,09:44,Trazado  de conducto ####*MPJ. Busqueda de conducto oval estanco al agua,
02/02/2026,Conectar selección,BAC2,B554,9:44,10:54,Conectar dos elementos del tramo de conducto que están separados,
02/02/2026,Varios en BAC2 B554,BAC2,B554,10:54,11:03,Varios en BAC2 B554,
02/02/2026,Reunión del modelo 3D,BAC2,GENERAL,11:03,11:20,"Reunión modelo 3D BAC.
- Redimensionamiento grupo de trabajo  reducción de grupos de trabajo.
- Revisión de avance en distintos bloques.
",
02/02/2026,Continuación con las incidencias en ZC5,BAC2,B552-B554,11:20,11:53,Continuación con las incidencias en ZC5,
02/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554,BAC2,B552-B554,11:53,13:11,Trazado  de conducto ####*MPJ. Busqueda de conducto oval estanco al agua,
02/02/2026,Continuación con las incidencias en ZC5,BAC2,B552-B554,13:11,13:25,Continuación con las incidencias en ZC5,
02/02/2026,Revisión del conducto ####*MPJ similar a 3048 con Miguel,BAC2,B552-B554,13:25,13:52,Revisión del conducto ####*MPJ similar a 3048 con Miguel,
08/01/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554,BAC2,B552-B554,13:52,15:04,Trazado del conducto ####*MPJ similar a 3048 en B552-B554,
02/02/2026,COMIDA,COM,GENERAL,15:04,15:34,COMIDA,
02/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554,BAC2,B552-B554,15:34,16:03,Trazado del conducto ####*MPJ similar a 3048 en B552-B554,
03/02/2026,Varios,BAC2,B552-B554,6:59,07:14,Varios,
03/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 inserción brida  junta contrabrida y conducto,BAC2,B552-B554,7:14,8:02,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 inserción brida  junta contrabrida y conducto,
03/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto,BAC2,B552-B554,8:02,11:12,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto,
03/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical final,BAC2,B552-B554,11:12,15:00,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical final,
03/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
03/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical final,BAC2,B552-B554,15:30,16:05,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical final,
04/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central,BAC2,B552-B554,6:58,07:23,Problemas de login en Fpipe  me cambió de proyecto,
04/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central,BAC2,B552-B554,7:23,10:21,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central y sus correspondientes ajustes,
04/02/2026,Reunión por Teams con Miguel y Sheila,BAC2,B552-B554,10:21,10:33,Reunión por Teams con Miguel y Sheila,
04/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central,BAC2,B552-B554,10:33,10:45,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central y sus correspondientes ajustes,
04/02/2026,Problemas de conexión a Horizon. El sistema me echó fuera,NAV,GENERAL,10:45,11:03,Problemas de conexión a Horizon. El sistema me echó fuera. Contactando con Helpdesk para que me den acceso,
04/02/2026,Manual Foran,MAN,GENERAL,11:03,11:08,Manual Foran  readptación de varios apartados y párrafos,
04/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central,BAC2,B552-B554,11:08,11:59,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central y sus correspondientes ajustes,
04/02/2026,Reunión Paula  Sheila  Miguel y yo,BAC2,B552-B554,11:59,14:00,Reunión Paula  Sheila  Miguel y yo,
04/02/2026,Problemas con Foran,BAC2,B552-B554,14:00,15:13,Problemas con Foran. Dí a cerrar sin querer  y se aborto la sesión en Foran  aunque está abierto,
04/02/2026,Llamada de Miguel para rutado de conducto.,BAC2,B552-B554,15:13,16:04,Llamada de Miguel para rutado de conducto.,
05/02/2026,Revisión de email/Teams,BAC2,B552-B554,6:57,07:02,Revisión de email/Teams,
05/02/2026,Trazado del conducto ####*MPJ similar a 3048 en B552-B554 ajustes de conducto en parte vertical central,BAC2,B552-B554,7:02,7:31,Modificación del conducto 3048 nuevo de la parte superior  calcando los componentes del conducto original  no estancos,
05/02/2026,Teams con Miguel acerca Foran,BAC2,B552-B554,7:31,8:02,Directrices para manejo de Foran,
05/02/2026,Trazado del conducto ####*MPJ similar a 3048 original,BAC2,B552-B554,8:02,10:19,Trazado del conducto ####*MPJ similar a 3048 original,
05/02/2026,Conversacion Teams con Miguel,BAC2,B552-B554,10:19,14:25,Revisión del conducto nuevo  y viendo que el viejo 3048 está mal pore tener desvíos que no debería tener,
05/02/2026,Cambio de escritorio,NAV,GENERAL,14:25,14:40,Cambio de escritorio,
05/02/2026,Trazado del conducto ####*MPJ similar a 3048 original,BAC2,B552-B554,14:40,16:02,Trazado del conducto ####*MPJ similar a 3048 original,
06/02/2026,Trazado del conducto ####*MPJ similar a 3048 original,BAC2,B552-B554,6:58,8:57,Trazado del conducto ####*MPJ similar a 3048 original,
06/02/2026,Trazado del conducto que no cuadra con ejes y planos principales,BAC2,B552-B554,8:57,10:02,Trazado del conducto entre elementos verticales  que no cuadra en los planos o ejes principales  con la herramienta rutado,
06/02/2026,Ajuste de conducto central a la configuración del original,BAC2,B552-B554,10:02,10:29,Ajuste de conducto central a la configuración del original,
06/02/2026,Reunión Teams Paula  Sheila  Miguel y yo,BAC2,B552-B554,10:29,10:36,Reunión Teams Paula  Sheila  Miguel y yo,
06/02/2026,Ajuste de conducto central a la configuración del original,BAC2,B552-B554,10:36,10:46,Trazado del conducto entre elementos verticales  que no cuadra en los planos o ejes principales  con la herramienta rutado,
06/02/2026,Reunión Teams con Miguel  acerca de estado del nuevo conducto 3048,BAC2,B552-B554,10:46,10:59,Comentarios acerca del nuevo conducto 3048  donde hay que realizar algún ajusta para que coincida la parte que está fuera de planos y ejes principales,
06/02/2026,Modificación del nuevo conducto 3048  ajustado para que coincida más al detalle con el viejo,BAC2,B552-B554,10:59,12:44,Modificación del nuevo conducto 3048  ajustado para que coincida más al detalle con el viejo,
06/02/2026,Instalación varios Autodesk,INT,GENERAL,12:44,13:01,Instalación varios actualizaciones de Autodesk,
06/02/2026,Varios excel,PROG,GENERAL,13:01,13:59,Varios macros excel,
09/02/2026,Varios,INT,GENERAL,6:56,07:06,Varios,
09/02/2026,Trazado del conducto ####*MPJ similar a 3048 original,BAC2,B552-B554,7:06,07:30,Trazado del conducto ####*MPJ similar a 3048 original,
09/02/2026,Comprobación de nuevo trazado *MPJ que sustituirá a 3048 dentro de bloques,BAC2,B552-B554,7:30,08:59,Comprobación de nuevo trazado *MPJ que sustituirá a 3048 dentro de bloques,
09/02/2026,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores,BAC2,B550,8:59,11:00,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores de acuerdo a diagrama BAC,
09/02/2026,Reunión integración modelo 3D  varias disciplinas,BAC2,GENERAL,11:00,11:21,"Reunión integración modelo 3D
- Zona 2 prácticamente finalizada.
- Puertas de calidad  se baraja 16/02/2026 zona 2 (oficioso).
- Semana del 02/03/2026 zona 1.
- Solicitarán pendientes funcionales de zona 2.
- Plan de penetraciones  ver lo que está pendiente.",
09/02/2026,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores,BAC2,B550,11:21,12:23,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores de acuerdo a diagrama BAC,
09/02/2026,Teams con Miguel  se comprobó que había una transformación mal en el de referencia,BAC2,B550,12:23,12:45,Teams con Miguel  se comprobó que había una transformación mal en el de referencia,
09/02/2026,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores,BAC2,B550,12:45,14:07,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores de acuerdo a diagrama BAC,
09/02/2026,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores,BAC2,B550,14:07,15:00,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores de acuerdo a diagrama BAC,
09/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
09/02/2026,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores,BAC2,B550,15:30,16:05,Se continúa haciendo estanco el conducto VEN308  *MPJ en cubiertas inferiores de acuerdo a diagrama BAC,
